type,key,label,candidateCount,sampleAnswers
contains_letters,contains_letters:bfo,B と F と O をすべて含む単語,1929,"abortifacient, birefraction, febricitation, refabrication, aboveproof, absorbefacient, sorbefacient, acetabuliferous, cobaltiferous, acetabuliform, adenofibroma, fibroadenoma"
contains_letters,contains_letters:cdf,C と D と F をすべて含む単語,1928,"acetified, edificate, facticide, acetylfluoride, acidiferous, ascidiferous, radiciferous, acidify, acidifiable, edificable, acidifiant, nidificant"
contains_letters,contains_letters:bdg,B と D と G をすべて含む単語,1922,"abadengo, bondage, dogbane, abandoning, aboding, bignoniad, nonabiding, abbogada, abogado, dagoba, abdicating, abdominogenital"
contains_letters,contains_letters:fv,F と V をすべて含む単語,1917,"aboveproof, acriflavin, acriflavine, infraclavicle, adventureful, adversifoliate, diversiflorate, diversifoliate, adversifolious, adviceful, affective, factitive"
contains_letters,contains_letters:hnw,H と N と W をすべて含む単語,1915,"aimworthiness, airworthiness, seaworthiness, anchorwise, andrewartha, enwreathed, netherward, wandreth, angletwitch, angwich, chawing, chinwag"
contains_letters,contains_letters:fnp,F と N と P をすべて含む単語,1913,"aepyornithiformes, affenpinscher, affenspalte, africanthropus, afterimpression, preformationism, preformationist, premanifestation, afterpain, afterpains, infraspinate, afterplanting"
contains_letters,contains_letters:gsv,G と S と V をすべて含む単語,1901,"aasvogel, aasvogels, lovages, absolving, solvabling, advantageous, advantageousness, nonadvantageous, nonadvantageousness, unadvantageous, unadvantageousness, advantageously"
contains_letters,contains_letters:nsx,N と S と X をすべて含む単語,1899,"achrodextrinase, achroodextrinase, dishexecontahedroid, actinopraxis, adenemphraxis, adenomyxosarcoma, administratrix, adnexitis, alexanders, relaxedness, alexandrianism, alexandrines"
contains_letters,contains_letters:bik,B と I と K をすべて含む単語,1897,"abhiseka, bakshishes, abkari, bakairi, karbi, abkhasian, abnaki, aboudikro, abricock, absarokite, strikeboat, acockbill"
contains_letters,contains_letters:cdv,C と D と V をすべて含む単語,1897,"abdicative, abdominovesical, vesicoabdominal, abovedeck, accommodative, accommodatively, accommodativeness, achieved, achterveld, activated, addictive, advective"
contains_letters,contains_letters:cox,C と O と X をすべて含む単語,1893,"acanthopanax, acarotoxic, acroataxia, acetylperoxide, acetoxyl, acetoxyls, acetoxim, acetoxime, toxaemic, toxicaemia, toxicemia, acetoxyphthalide"
contains_letters,contains_letters:acx,A と C と X をすべて含む単語,1890,"abacaxi, acanthopanax, acarotoxic, acroataxia, accusatrix, accusatrixes, acetylperoxide, acetoxyl, acetoxyls, acetoxim, acetoxime, toxaemic"
contains_letters,contains_letters:agw,A と G と W をすべて含む単語,1886,"acknowing, acknowledge, acknowledged, acknowledgeable, acknowledgedly, acknowledgement, acknowledgment, nonacknowledgment, acknowledgements, acknowledgments, acknowledger, reacknowledge"
contains_letters,contains_letters:mnz,M と N と Z をすべて含む単語,1886,"abnormalize, normalizable, abnormalized, modernizable, abnormalizing, academization, academizing, acclimatization, acclimatizing, accustomizing, acetylaminobenzene, achromatization"
contains_letters,contains_letters:oq,O と Q をすべて含む単語,1880,"absquatulation, aceanthrenequinone, equianchorate, acequiador, acquisition, acquisitions, quasicontinuous, acquisitional, acquisitor, squattocratic, acquophonia, adequation"
contains_letters,contains_letters:apz,A と P と Z をすべて含む単語,1878,"acetylphenylhydrazine, alephzero, allotropize, proletarize, alphabetization, benzophthalazine, alphabetize, alphabetized, alphabetizer, alphabetizers, alphabetizes, alphabetizing"
contains_letters,contains_letters:nuz,N と U と Z をすべて含む単語,1877,"absolutization, insolubilization, solubilization, substantialization, subtilization, unsubstantialization, acculturizing, accustomizing, actualization, canaliculization, actualizing, agglutinize"
contains_letters,contains_letters:bks,B と K と S をすべて含む単語,1875,"abakas, abask, babkas, bask, basks, kababs, kabakas, kabs, abelmosk, abelmosks, smokable, smokables"
contains_letters,contains_letters:nuw,N と U と W をすべて含む単語,1875,"awanyu, unaway, awfulness, lawfullness, lawfulness, unawfulness, unlawfulness, awunctive, bawsunt, belowground, blowgun, blowguns"
contains_letters,contains_letters:hkn,H と K と N をすべて含む単語,1871,"abkhasian, achkan, chank, adiadochokinesia, adiadochokinesis, diadochokinesia, diadochokinesis, afterthinker, fatherkin, ahankara, ahantchuyuk, akehorne"
contains_letters,contains_letters:agk,A と G と K をすべて含む単語,1870,"acknowing, acknowledge, acknowledged, acknowledgeable, acknowledgedly, acknowledgement, acknowledgment, nonacknowledgment, acknowledgements, acknowledgments, acknowledger, reacknowledge"
contains_letters,contains_letters:bck,B と C と K をすべて含む単語,1870,"aback, back, caback, ablewhackets, ablock, ballock, blackcock, colback, abococket, abovedeck, abricock, acknowledgeable"
contains_letters,contains_letters:oqu,O と Q と U をすべて含む単語,1869,"absquatulation, aceanthrenequinone, equianchorate, acequiador, acquisition, acquisitions, quasicontinuous, acquisitional, acquisitor, squattocratic, acquophonia, adequation"
contains_letters,contains_letters:dex,D と E と X をすべて含む単語,1868,"aboideaux, acetylperoxide, acetoxyphthalide, achrodextrin, achroodextrin, achrodextrinase, achroodextrinase, dishexecontahedroid, addaxes, axseed, axseeds, adenemphraxis"
contains_letters,contains_letters:kms,K と M と S をすべて含む単語,1864,"abelmosk, abelmosks, smokable, smokables, smokeable, abelmusk, acknowledgements, acknowledgments, afrikanderism, akamatsu, makutas, muskat"
contains_letters,contains_letters:emw,E と M と W をすべて含む単語,1855,"acknowledgement, acknowledgment, nonacknowledgment, acknowledgements, acknowledgments, afterswarm, afterswarming, afterwisdom, aimworthiness, aircraftswomen, aircrewman, aircrewmen"
contains_letters,contains_letters:dko,D と K と O をすべて含む単語,1854,"aboudikro, abovedeck, acknowledge, acknowledged, acknowledgeable, acknowledgedly, acknowledgement, acknowledgment, nonacknowledgment, acknowledgements, acknowledgments, acknowledger"
contains_letters,contains_letters:bhy,B と H と Y をすべて含む単語,1847,"abayah, bahay, abashedly, shadbelly, abashlessly, bashyle, abdominohysterectomy, abdominohysterotomy, abepithymia, amphibiety, abernethy, abhenry"
contains_letters,contains_letters:fhn,F と H と N をすべて含む単語,1839,"aepyornithiformes, affenpinscher, affranchise, effranchise, enfranchise, enfranchiser, enfranchises, franchise, franchisee, franchisees, franchiser, franchisers"
contains_letters,contains_letters:grw,G と R と W をすべて含む単語,1836,"acknowledger, reacknowledge, reacknowledged, acknowledgers, afterglow, afterglows, aftergrowth, afterknowledge, afterswarming, afterworking, againward, awarding"
contains_letters,contains_letters:opz,O と P と Z をすべて含む単語,1831,"alephzero, allotropize, proletarize, alphabetization, benzophthalazine, amorphozoa, amphizoidae, anthropomorphization, morphinization, anthropomorphize, phantomizer, promethazine"
contains_letters,contains_letters:ctz,C と T と Z をすべて含む単語,1824,"abrazitic, academization, acclimatizable, emblematicize, acclimatization, acclimatize, climatize, metallicize, acclimatized, declimatize, acclimatizer, reacclimatize"
contains_letters,contains_letters:ekw,E と K と W をすべて含む単語,1823,"ablewhackets, acknew, wacken, acknowledge, acknowledged, acknowledgeable, acknowledgedly, acknowledgement, acknowledgment, nonacknowledgment, acknowledgements, acknowledgments"
contains_letters,contains_letters:cew,C と E と W をすべて含む単語,1822,"ablewhackets, acheweed, chawed, acknew, wacken, acknowledge, acknowledged, acknowledgeable, acknowledgedly, acknowledgement, acknowledgment, nonacknowledgment"
contains_letters,contains_letters:ctx,C と T と X をすべて含む単語,1815,"acanthopanax, acarotoxic, acroataxia, accusatrix, accusatrixes, acetylperoxide, acetoxyl, acetoxyls, acetoxim, acetoxime, toxaemic, toxicaemia"
contains_letters,contains_letters:rsx,R と S と X をすべて含む単語,1811,"abrasax, abraxas, accusatrix, accusatrixes, achrodextrinase, achroodextrinase, dishexecontahedroid, acroasphyxia, actinopraxis, adenemphraxis, adenomyxosarcoma, administratrix"
contains_letters,contains_letters:bkl,B と K と L をすべて含む単語,1808,"abelmosk, abelmosks, smokable, smokables, smokeable, abelmusk, ablewhackets, ablock, ballock, blackcock, colback, acknowledgeable"
contains_letters,contains_letters:apx,A と P と X をすべて含む単語,1806,"acanthopanax, acetylperoxide, acetoxyphthalide, acroasphyxia, actinopraxis, adenemphraxis, adipopexia, adipopexic, adipopexis, apodeixis, dopaoxidase, adnexopexy"
contains_letters,contains_letters:kmn,K と M と N をすべて含む単語,1800,"ackman, ackmen, acknowledgement, acknowledgment, nonacknowledgment, acknowledgements, acknowledgments, afikomen, afrikanderdom, afrikanderism, akamnik, inkman"
contains_letters,contains_letters:egk,E と G と K をすべて含む単語,1799,"acknowledge, acknowledged, acknowledgeable, acknowledgedly, acknowledgement, acknowledgment, nonacknowledgment, acknowledgements, acknowledgments, acknowledger, reacknowledge, reacknowledged"
contains_letters,contains_letters:ktu,K と T と U をすべて含む単語,1797,"adultlike, agitpunkt, ahantchuyuk, aitutakian, anukit, katukina, knautia, taikun, akamatsu, makutas, muskat, akolouthia"
contains_letters,contains_letters:lnx,L と N と X をすべて含む単語,1792,"acyloxymethane, adfluxion, adnexal, affluxion, fluxional, aflatoxin, alexander, alexandra, alexanders, relaxedness, alexandreid, alexandria"
contains_letters,contains_letters:bmp,B と M と P をすべて含む単語,1791,"abamp, abampere, parabema, abamperes, absampere, preembarrass, abamps, abaptistum, abdominoposterior, abdominoscope, abdominoscopy, abepithymia"
contains_letters,contains_letters:hiv,H と I と V をすべて含む単語,1791,"achievability, achievable, achieve, chevachie, chiave, chichevache, chivachee, achieved, achievement, achievements, misachievement, achiever"
contains_letters,contains_letters:kmo,K と M と O をすべて含む単語,1790,"abelmosk, abelmosks, smokable, smokables, smokeable, acknowledgement, acknowledgment, nonacknowledgment, acknowledgements, acknowledgments, afikomen, afrikanderdom"
contains_letters,contains_letters:fk,F と K をすべて含む単語,1787,"afikomen, aflicker, farcelike, afluking, unflaking, afrikaans, afrikander, afrikanderdom, afrikanderism, afrikaner, frankenia, afterattack"
contains_letters,contains_letters:kpr,K と P と R をすべて含む単語,1784,"aeroplankton, afterpeak, airpark, paprika, airparks, paprikas, papriks, akepiro, akepiros, apikores, alkalurops, alkaphrah"
contains_letters,contains_letters:ilq,I と L と Q をすべて含む単語,1782,"absquatulation, acquiescently, sesquicentennially, unacquiescently, acquiescingly, acquirability, acquirable, acquisible, acquisitional, acquisitively, acquital, acquittal"
contains_letters,contains_letters:lmv,L と M と V をすべて含む単語,1773,"abdominovaginal, vaginoabdominal, abdominovesical, vesicoabdominal, accommodatively, accompletive, compellative, complicative, accumulativ, accumulative, cumulative, mulctative"
contains_letters,contains_letters:puv,P と U と V をすべて含む単語,1769,"adventureship, amphivorous, amputative, imputative, antiproductive, antiproductively, antiproductiveness, pseudoconservative, antiproductivity, antiputrefactive, aphidivorous, apivorous"
contains_letters,contains_letters:gow,G と O と W をすべて含む単語,1766,"acknowing, acknowledge, acknowledged, acknowledgeable, acknowledgedly, acknowledgement, acknowledgment, nonacknowledgment, acknowledgements, acknowledgments, acknowledger, reacknowledge"
contains_letters,contains_letters:bnv,B と N と V をすべて含む単語,1765,"abbevillian, bevillain, enviable, inviable, veniable, abbreviating, reabbreviating, reverberating, revibrating, verbenating, verbigerating, abbreviation"
contains_letters,contains_letters:dks,D と K と S をすべて含む単語,1765,"aardvarks, acknowledgements, acknowledgments, acknowledgers, acknowledges, adiadochokinesia, adiadochokinesis, diadochokinesia, diadochokinesis, adiadokokinesi, adiadokokinesia, diadkokinesia"
contains_letters,contains_letters:mow,M と O と W をすべて含む単語,1762,"achomawi, acknowledgement, acknowledgment, nonacknowledgment, acknowledgements, acknowledgments, afterwisdom, aimworthiness, aircraftswoman, aircraftswomen, aircraftwoman, airwoman"
contains_letters,contains_letters:bko,B と K と O をすべて含む単語,1758,"abelmosk, abelmosks, smokable, smokables, smokeable, ablock, ballock, blackcock, colback, abococket, aboudikro, abovedeck"
contains_letters,contains_letters:ahz,A と H と Z をすべて含む単語,1753,"acethydrazide, acetylhydrazine, acetylphenylhydrazine, achakzai, chakazi, izchak, kazachki, achillize, achromatizable, achromatization, achromatize, chromatize"
contains_letters,contains_letters:cdk,C と D と K をすべて含む単語,1751,"abovedeck, acknowledge, acknowledged, acknowledgeable, acknowledgedly, acknowledgement, acknowledgment, nonacknowledgment, acknowledgements, acknowledgments, acknowledger, reacknowledge"
contains_letters,contains_letters:fsy,F と S と Y をすべて含む単語,1751,"abusefully, adsignify, aepyornithiformes, affrayers, affrays, frays, afterdays, afteryears, afterstudy, algarsyf, alkylarylsulfonate, alkylbenzenesulfonate"
contains_letters,contains_letters:lsz,L と S と Z をすべて含む単語,1750,"absolutization, insolubilization, solubilization, substantialization, subtilization, unsubstantialization, absolutize, acclimatizes, actualizes, aerosolization, internationalizations, internationalizes"
contains_letters,contains_letters:dlz,D と L と Z をすべて含む単語,1742,"abnormalized, modernizable, abolitionized, delabialization, nondiazotizable, acclimatized, declimatize, acculturized, acetazolamide, acetylhydrazine, acetylized, acetylphenylhydrazine"
contains_letters,contains_letters:bfn,B と F と N をすべて含む単語,1739,"abortifacient, birefraction, febricitation, refabrication, absorbefacient, sorbefacient, abusefulness, balefulness, banefulness, unaffableness, unfeasable, unfeasableness"
contains_letters,contains_letters:iqr,I と Q と R をすべて含む単語,1737,"aceanthrenequinone, equianchorate, acequiador, acquiescer, acquirers, acquires, carquaise, reacquires, acquirability, acquirable, acquire, acquirer"
contains_letters,contains_letters:prx,P と R と X をすべて含む単語,1737,"acetylperoxide, acroasphyxia, actinopraxis, adenemphraxis, adoxography, doxography, alexipharmacon, alexipharmacum, alexipharmic, alexipharmical, alexipyretic, alloxyproteic"
contains_letters,contains_letters:hkt,H と K と T をすべて含む単語,1729,"ablewhackets, aftershock, aftershocks, stockfather, afterthinker, fatherkin, agathokakological, ahantchuyuk, ahepatokla, akhrot, akolouthia, akoluthia"
contains_letters,contains_letters:dtw,D と T と W をすべて含む単語,1726,"acknowledgement, acknowledgment, nonacknowledgment, acknowledgements, acknowledgments, adawlut, adderwort, deadwort, waterdoe, waterwood, afterknowledge, afterward"
contains_letters,contains_letters:crz,C と R と Z をすべて含む単語,1722,"abrazitic, accessorize, accessorized, accessorizing, acclimatizer, reacclimatize, acculturize, cuticularize, reactualize, acculturized, acculturizing, acethydrazide"
contains_letters,contains_letters:anq,A と N と Q をすべて含む単語,1721,"absquatulation, aceanthrenequinone, equianchorate, acquaint, acquaintant, antiaquatic, quantic, unacquaint, unacquit, uniquantic, acquaintance, acquittance"
contains_letters,contains_letters:akw,A と K と W をすべて含む単語,1716,"ablewhackets, acknew, wacken, acknow, acknown, acknowing, acknowledge, acknowledged, acknowledgeable, acknowledgedly, acknowledgement, acknowledgment"
contains_letters,contains_letters:aqt,A と Q と T をすべて含む単語,1715,"ablaqueate, equatable, absquatulate, absquatulation, aceanthrenequinone, equianchorate, acquaint, acquaintant, antiaquatic, quantic, unacquaint, unacquit"
contains_letters,contains_letters:hrv,H と R と V をすべて含む単語,1706,"achiever, archive, archiver, chivaree, echevaria, echeveria, reachieve, achievers, archivers, archives, chivarees, achterveld"
contains_letters,contains_letters:bfu,B と F と U をすべて含む単語,1705,"abuseful, suffusable, abusefully, abusefulness, balefulness, banefulness, unaffableness, unfeasable, unfeasableness, acetabuliferous, cobaltiferous, acetabuliform"
contains_letters,contains_letters:kou,K と O と U をすべて含む単語,1696,"aboudikro, akolouthia, akoluthia, akoulalion, aleikoum, alkaliferous, alkaligenous, kaligenous, alkalous, loukas, alkalurops, alkaptonuria"
contains_letters,contains_letters:epw,E と P と W をすべて含む単語,1693,"alewhap, alpenglow, antipewism, antwerp, enwrapt, prewarrant, applegrower, applewife, applewoman, applewood, paddlewood, walloped"
contains_letters,contains_letters:elq,E と L と Q をすべて含む単語,1691,"ablaqueate, equatable, absquatulate, acquiescently, sesquicentennially, unacquiescently, acquiescingly, acquirable, acquisible, acquisitively, adequately, aequiculi"
contains_letters,contains_letters:hoz,H と O と Z をすべて含む単語,1689,"achromatizable, achromatization, achromatize, chromatize, orthochromatize, tracheotomize, achromatized, heterochromatized, tracheotomized, achromatizing, alcoholizable, alcoholization"
contains_letters,contains_letters:eky,E と K と Y をすべて含む単語,1676,"ackey, cakey, ackeys, acknowledgedly, akey, akeley, lakey, leaky, akiyenik, alkalescency, alkalimetry, martyrlike"
contains_letters,contains_letters:amw,A と M と W をすべて含む単語,1674,"achomawi, acknowledgement, acknowledgment, nonacknowledgment, acknowledgements, acknowledgments, afterswarm, afterswarming, afterwisdom, agawam, gawm, aimworthiness"
contains_letters,contains_letters:fpu,F と P と U をすべて含む単語,1668,"africanthropus, afterpressure, aftersupper, perfusate, superfat, superfetate, agueproof, amphiboliferous, ampulliform, anopluriform, naupliform, naupliiform"
contains_letters,contains_letters:uvy,U と V と Y をすべて含む単語,1665,"abusively, accumulatively, cumulatively, accusatively, causatively, acquisitively, adjunctively, unadjunctively, adumbratively, advantageously, nonadvantageously, unadvantageously"
contains_letters,contains_letters:goz,G と O と Z をすべて含む単語,1664,"abnormalizing, abolitionizing, battologizing, globalization, accessorizing, accustomizing, achromatizing, acronymizing, actionizing, agnotozoic, cognizant, incognizant"
contains_letters,contains_letters:mtz,M と T と Z をすべて含む単語,1663,"academization, acclimatizable, emblematicize, acclimatization, acclimatize, climatize, metallicize, acclimatized, declimatize, acclimatizer, reacclimatize, acclimatizes"
contains_letters,contains_letters:prz,P と R と Z をすべて含む単語,1658,"acetylphenylhydrazine, alephzero, allotropize, proletarize, alphabetizer, alphabetizers, alpheratz, amorphozoa, anthropomorphization, morphinization, anthropomorphize, phantomizer"
contains_letters,contains_letters:ruw,R と U と W をすべて含む単語,1656,"ahurewa, archmugwump, arrowbush, automower, awaruite, awestruck, awfuller, wareful, backfurrow, barrowful, befurbelowed, furbelowed"
contains_letters,contains_letters:oxy,O と X と Y をすべて含む単語,1652,"acetylperoxide, acetoxyl, acetoxyls, acetoxyphthalide, acyloxy, acyloxymethane, acroasphyxia, acronyx, actinomyxidia, actinomyxidiida, acxoyatl, adenomyxoma"
contains_letters,contains_letters:efv,E と F と V をすべて含む単語,1651,"aboveproof, acriflavine, infraclavicle, adventureful, adversifoliate, diversiflorate, diversifoliate, adversifolious, adviceful, affective, factitive, factive"
contains_letters,contains_letters:aqr,A と Q と R をすべて含む単語,1648,"aceanthrenequinone, equianchorate, acequiador, acquereur, acquiescer, acquirers, acquires, carquaise, reacquires, acquirability, acquirable, acquire"
contains_letters,contains_letters:kop,K と O と P をすべて含む単語,1647,"aeroplankton, ahepatokla, akepiro, akepiros, apikores, alkalurops, alkapton, nannoplankton, nanoplankton, plankton, planktont, alkaptone"
contains_letters,contains_letters:acw,A と C と W をすべて含む単語,1646,"ablewhackets, acheweed, chawed, achomawi, acknew, wacken, acknow, acknown, acknowing, acknowledge, acknowledged, acknowledgeable"
contains_letters,contains_letters:aqs,A と Q と S をすべて含む単語,1646,"absquatulate, absquatulation, acequias, acquiesce, acquiesces, caciques, caiques, cassique, acquaintances, acquiescent, inacquiescent, quittances"
contains_letters,contains_letters:bow,B と O と W をすべて含む単語,1644,"ablow, ballow, balow, blowball, bowla, lowball, abow, acknowledgeable, afterblow, batfowler, allowable, bowable"
contains_letters,contains_letters:eij,E と I と J をすべて含む単語,1644,"abjection, objectation, abjections, abjective, abjudicate, abjudicated, abjunctive, unabjective, adjacencies, adjection, adjectional, adjectitious"
contains_letters,contains_letters:knp,K と N と P をすべて含む単語,1637,"aeroplankton, agitpunkt, alkapton, nannoplankton, nanoplankton, plankton, planktont, alkaptone, alkaptonuria, alkaptonuric, alpenstock, alpenstocks"
contains_letters,contains_letters:ouw,O と U と W をすべて含む単語,1634,"aguilawood, aquashow, aquilawood, arrowbush, aswough, automower, awmous, backfurrow, barrowful, bawdyhouse, bawdyhouses, befurbelowed"
contains_letters,contains_letters:bkn,B と K と N をすべて含む単語,1632,"abkhasian, abnaki, acknowledgeable, akenbold, akenobeite, akrabattine, baikerinite, barkantine, barkentine, interbank, alkylbenzenesulfonate, alkylbenzenesulfonates"
contains_letters,contains_letters:cvy,C と V と Y をすべて含む単語,1629,"abstractively, serviceability, accessively, acclivity, calvity, vatically, accommodatively, accumulatively, cumulatively, accusatively, causatively, acervately"
contains_letters,contains_letters:bgm,B と G と M をすべて含む単語,1628,"abdominogenital, abdominovaginal, vaginoabdominal, abnormalising, mislaboring, abnormalizing, abominating, ambitioning, bombinating, abridgement, abridgment, abridgements"
contains_letters,contains_letters:cfm,C と F と M をすべて含む単語,1628,"acariform, aciform, arciform, cariform, coraciiform, formica, formicaria, acetabuliform, acinaciform, aciniform, aminoformic, cancriform"
contains_letters,contains_letters:lrx,L と R と X をすべて含む単語,1625,"acetylperoxide, admaxillary, midaxillary, alexander, alexandra, alexanders, relaxedness, alexandreid, alexandria, alexandrian, alexandrina, alexandrine"
contains_letters,contains_letters:ptx,P と T と X をすべて含む単語,1609,"acanthopanax, acetylperoxide, acetoxyphthalide, actinopraxis, alexipyretic, alloxyproteic, explicatory, amplexation, maxillopalatine, amplexicaudate, amplexifoliate, anaphylatoxin"
contains_letters,contains_letters:exy,E と X と Y をすべて含む単語,1606,"acetylperoxide, acetoxyl, acetoxyls, acetoxyphthalide, acyloxymethane, adenomyxoma, myxadenoma, adenomyxosarcoma, adnexopexy, alexipyretic, alloxyproteic, explicatory"
contains_letters,contains_letters:iux,I と U と X をすべて含む単語,1604,"aboideaux, aboiteaux, accusatrix, accusatrixes, adfluxion, adieux, exaudi, adjutrix, admixture, admixtures, affixture, fixature"
contains_letters,contains_letters:ijn,I と J と N をすべて含む単語,1603,"abjection, objectation, abjections, abjoint, jobation, abjudging, abjudicating, abjudication, abjunction, abjunctive, unabjective, abjuration"
contains_letters,contains_letters:abw,A と B と W をすべて含む単語,1601,"ablewhackets, ablow, ballow, balow, blowball, bowla, lowball, abow, abwab, baw, wab, abwatt"
contains_letters,contains_letters:cpv,C と P と V をすべて含む単語,1601,"acceptavit, acceptive, capacitative, capacitive, capitative, captivate, captivative, captive, pacative, accompletive, compellative, complicative"
contains_letters,contains_letters:awy,A と W と Y をすべて含む単語,1599,"acknowledgedly, advowry, airway, airwaybill, airwayman, airways, arrisways, airworthy, aywhere, hereaway, whereaway, alleyway"
contains_letters,contains_letters:ahv,A と H と V をすべて含む単語,1595,"achievability, achievable, achieve, chevachie, chiave, chichevache, chivachee, achieved, achievement, achievements, misachievement, achiever"
contains_letters,contains_letters:bfs,B と F と S をすべて含む単語,1588,"abfarads, absfarad, absorbefacient, sorbefacient, abuseful, suffusable, abusefully, abusefulness, balefulness, banefulness, unaffableness, unfeasable"
contains_letters,contains_letters:luz,L と U と Z をすべて含む単語,1588,"absolutization, insolubilization, solubilization, substantialization, subtilization, unsubstantialization, absolutize, acculturize, cuticularize, reactualize, acculturized, acculturizing"
contains_letters,contains_letters:aej,A と E と J をすべて含む単語,1587,"abadejo, jobade, abject, abjectedness, abjection, objectation, abjections, abjective, abjectly, abjectness, abjudge, abjudged"
contains_letters,contains_letters:cj,C と J をすべて含む単語,1587,"abject, abjectedness, abjection, objectation, abjections, abjective, abjectly, abjectness, abjudicate, abjudicated, abjudicating, abjudication"
contains_letters,contains_letters:bsv,B と S と V をすべて含む単語,1581,"abbreviates, abstersive, reabbreviates, vibrates, abbreviations, abortiveness, inobservant, inobservantness, inobservation, nonabortiveness, nonobservation, observantine"
contains_letters,contains_letters:ruz,R と U と Z をすべて含む単語,1581,"aburabozu, zaburro, acculturize, cuticularize, reactualize, acculturized, acculturizing, adulterize, ritualized, uralitized, albumeniizer, albumenizer"
contains_letters,contains_letters:bez,B と E と Z をすべて含む単語,1578,"abastardize, bastardize, bastardized, bastardizes, abaze, baze, bezazz, ezba, abiezer, arabize, barbarize, bizarre"
contains_letters,contains_letters:ejn,E と J と N をすべて含む単語,1575,"abjectedness, abjection, objectation, abjections, abjectness, abjunctive, unabjective, abjurement, adjacence, adjacency, adjacencies, adjacent"
contains_letters,contains_letters:alq,A と L と Q をすべて含む単語,1573,"ablaqueate, equatable, absquatulate, absquatulation, acquiescently, sesquicentennially, unacquiescently, acquiescingly, acquirability, acquirable, acquisible, acquisitional"
contains_letters,contains_letters:emx,E と M と X をすべて含む単語,1572,"acetoxim, acetoxime, toxaemic, toxicaemia, toxicemia, acyloxymethane, actinotoxemia, adenemphraxis, adenomyxoma, myxadenoma, adenomyxosarcoma, admixed"
contains_letters,contains_letters:clz,C と L と Z をすべて含む単語,1568,"acclimatizable, emblematicize, acclimatization, acclimatize, climatize, metallicize, acclimatized, declimatize, acclimatizer, reacclimatize, acclimatizes, acclimatizing"
contains_letters,contains_letters:dkl,D と K と L をすべて含む単語,1565,"acknowledge, acknowledged, acknowledgeable, acknowledgedly, acknowledgement, acknowledgment, nonacknowledgment, acknowledgements, acknowledgments, acknowledger, reacknowledge, reacknowledged"
contains_letters,contains_letters:mrz,M と R と Z をすべて含む単語,1557,"abnormalize, normalizable, abnormalized, modernizable, abnormalizing, acclimatizer, reacclimatize, achromatizable, achromatization, achromatize, chromatize, orthochromatize"
contains_letters,contains_letters:hlw,H と L と W をすべて含む単語,1556,"ablewhackets, afterwhile, ahluwalia, ahwal, walhalla, wallah, alewhap, allhallow, hallow, allhallows, hallows, shallow"
contains_letters,contains_letters:aky,A と K と Y をすべて含む単語,1555,"abkary, barkary, barky, braky, ackey, cakey, ackeys, acknowledgedly, ahantchuyuk, akey, akeley, lakey"
contains_letters,contains_letters:crw,C と R と W をすべて含む単語,1549,"acknowledger, reacknowledge, reacknowledged, acknowledgers, acrawl, crawl, aircraftswoman, aircraftswomen, aircraftwoman, aircrew, aircrewman, aircrewmen"
contains_letters,contains_letters:krw,K と R と W をすべて含む単語,1549,"acknowledger, reacknowledge, reacknowledged, acknowledgers, afterknowledge, afterwork, afterworking, allwork, wallwork, antiwarlike, arakawaite, tweakier"
contains_letters,contains_letters:aux,A と U と X をすべて含む単語,1546,"aboideaux, aboiteaux, accusatrix, accusatrixes, acrux, adfluxion, adieux, exaudi, adjutrix, admixture, admixtures, adoxaceous"
contains_letters,contains_letters:dtz,D と T と Z をすべて含む単語,1540,"abastardize, bastardize, bastardized, bastardizes, abolitionized, delabialization, nondiazotizable, academization, acclimatized, declimatize, acculturized, accustomized"
contains_letters,contains_letters:brw,B と R と W をすべて含む単語,1537,"afterblow, batfowler, airwaybill, answerability, answerable, answerableness, answerably, arborway, arrowbush, awardable, bladderweed, brawled"
contains_letters,contains_letters:biz,B と I と Z をすべて含む単語,1532,"abastardize, bastardize, bastardized, bastardizes, abiezer, arabize, barbarize, bizarre, bizarrerie, braize, brazier, rebarbarize"
contains_letters,contains_letters:cow,C と O と W をすべて含む単語,1522,"achomawi, acknow, acknown, acknowing, acknowledge, acknowledged, acknowledgeable, acknowledgedly, acknowledgement, acknowledgment, nonacknowledgment, acknowledgements"
contains_letters,contains_letters:grz,G と R と Z をすべて含む単語,1521,"abnormalizing, accessorizing, acculturizing, achromatizing, acronymizing, adfreezing, adrenalectomizing, advertizing, readvertizing, aerosolizing, aggrandizable, aggrandize"
contains_letters,contains_letters:bdp,B と D と P をすべて含む単語,1519,"abdominoposterior, abdominoscope, abdominoscopy, abruptedly, adaptability, adaptable, baldpate, baldpated, bedplate, depletable, depleteable, adaptableness"
contains_letters,contains_letters:imx,I と M と X をすべて含む単語,1517,"acetoxim, acetoxime, toxaemic, toxicaemia, toxicemia, actinomyxidia, actinomyxidiida, actinotoxemia, adenemphraxis, admaxillary, midaxillary, administratrix"
contains_letters,contains_letters:hkl,H と K と L をすべて含む単語,1510,"ablewhackets, agathokakological, ahepatokla, akhlame, akolouthia, akoluthia, aleknight, alkahest, alkahests, alkahestic, alkahestica, alkahestical"
contains_letters,contains_letters:lsx,L と S と X をすべて含む単語,1510,"acetoxyls, affluxes, aldohexose, alexanders, relaxedness, alexandrianism, alexandrines, alexas, axels, axles, alexias, alexis"
